Date,Team,Acquired,Relinquished,Notes
2016-08-11,Colts,• Darion Griswold,,activated from IR
2016-08-11,Jets,• Kendall James (b),,activated from IR
2016-08-11,Seahawks,• Christian French,,activated from IR
2016-08-11,Seahawks,• Cooper Helfet,,activated from IR
2016-08-11,Texans,• Richard Leonard,,activated from IR
2016-08-12,Colts,,• Abou Toure,placed on IR with undisclosed injury
2016-08-12,Steelers,• Brandon Johnson (c),,activated from IR
2016-08-14,Packers,,• Jesse Schmitt,placed on IR
2016-08-14,Steelers,,• Ross Ventrone,placed on IR with undisclosed injury
2016-08-15,Chargers,,• Steve Johnson (John) / Stevie Johnson,placed on IR with knee injury
2016-08-15,Jets,,• Matthew Tucker,placed on IR with undisclosed injury
2016-08-15,Lions,,• Andre Caldwell / Bubba Caldwell,placed on IR with hand injury
2016-08-15,Chargers,,• Sean Lissemore,placed on IR with shoulder injury
2016-08-16,49ers,,• Thaddeus Lewis / Thad Lewis,placed on IR with torn ACL in left knee
2016-08-16,Bills,,• Ikemefuna Enemkpali / I.K. Enemkpali,placed on IR with torn ACL in right knee
2016-08-16,Browns,,• Rannell Hall,placed on IR with fractured fibula
2016-08-16,Buccaneers,,• Elijah Shumate,"placed on IR with hand, wrist injury"
2016-08-16,Cardinals,,• Durell Eskridge,placed on IR with arm injury
2016-08-16,Cardinals,• Frostee Rucker,,activated from physically unable to perform list
2016-08-16,Cardinals,• Justin Bethel,,activated from physically unable to perform list
2016-08-16,Cardinals,• Tyrann Mathieu,,activated from physically unable to perform list
2016-08-16,Chiefs,• Jamaal Charles,,activated from physically unable to perform list
2016-08-16,Cowboys,,• Cameron Bradfield,placed on IR with knee injury
2016-08-16,Jets,,• Bernard Pierce,placed on IR with hamstring injury
2016-08-16,Lions,• DeAndre Levy,,activated from active/non-football injury list
2016-08-16,Packers,,• Jesse Schmitt,placed on IR with fractured right hand
2016-08-16,Ravens,,• Kaelin Clay,placed on IR with foot injury
2016-08-16,Steelers,,• Brian Mihalik,placed on IR with knee injury
2016-08-16,Steelers,,• Roy Philon,placed on IR with ankle injury
2016-08-17,Cowboys,,• Gerald Dixon Jr.,placed on IR with pectoral muscle injury
2016-08-17,Dolphins,,• Farrington Huguenin,placed on IR with ankle injury
2016-08-17,Falcons,,• Chris Mayes,placed on IR with foot injury
2016-08-17,Rams,,• Brian Randolph,placed on IR with torn ACL in knee
2016-08-17,Seahawks,,• Stanley Jean-Baptiste,placed on IR with shoulder injury
2016-08-17,Texans,,• Soma Vainuku,placed on IR with undisclosed injury
2016-08-17,Titans,• Kevin Dodd,,activated from physically unable to perform list
2016-08-17,Colts,• Abou Toure,,activated from IR
2016-08-18,Dolphins,• Xavien Howard,,activated from physically unable to perform list
2016-08-18,Jaguars,,• Jonas Gray,placed on IR with quadriceps injury
2016-08-18,Ravens,,• Sam Brown (b),placed on IR with undisclosed injury
2016-08-18,Texans,• Brennan Scarlett,,activated from active/non-football injury list
2016-08-18,Titans,,• Josue Matias,placed on IR with torn patellar tendon in knee
2016-08-18,Browns,• Patrick Skov,,activated from IR
2016-08-19,Broncos,,• Vance Walker,placed on IR with torn ACL in right knee
2016-08-19,Chargers,,• Rico Richardson,placed on IR with undisclosed injury
2016-08-19,Cowboys,,• Chris Brown (b. 1993-12-08),placed on IR with foot injury
2016-08-19,Panthers,,• Devon Johnson,placed on IR with back injury
2016-08-19,Redskins,,• Kevin Bowen,placed on IR with undisclosed injury
2016-08-19,Steelers,• Brian Mihalik,,activated from IR
2016-08-22,Chargers,,• Jeff Cumberland,placed on IR with torn left Achilles tendon
2016-08-22,Chiefs,• Tamba Hali,,activated from physically unable to perform list
2016-08-22,Steelers,,• Valerian Ume-Ezeoke,placed on IR with undisclosed injury
2016-08-22,Lions,• Andre Caldwell / Bubba Caldwell,,activated from IR
2016-08-22,Packers,• Jesse Schmitt,,activated from IR
2016-08-23,Browns,,• Dennis Parks,placed on IR with knee injury
2016-08-23,Buccaneers,,• Kelby Johnson,placed on IR with calf injury
2016-08-23,Colts,,• Kevin Graf (a),placed on IR with leg injury
2016-08-23,Steelers,,• Cole Manhart,placed on IR with undisclosed injury
2016-08-23,Dolphins,• Farrington Huguenin,,activated from IR
2016-08-24,49ers,,• Jered Bell,placed on IR with undisclosed injury
2016-08-24,Cowboys,,• Jared Smith,placed on IR with undisclosed injury
2016-08-24,Chargers,• Rico Richardson,,activated from IR
2016-08-24,Jaguars,• Jonas Gray,,activated from IR
2016-08-24,Ravens,• Sam Brown (b),,activated from IR
2016-08-26,Chargers,,• Tyler Marcordes,placed on IR with undisclosed injury
2016-08-26,Colts,• Kevin Graf (a),,activated from IR
2016-08-27,Patriots,,• Frank Kearse,placed on IR with right hand injury
2016-08-29,49ers,,• Eric Rogers,placed on IR with torn ACL in knee
2016-08-29,Browns,,• Glenn Winston,placed on IR with shoulder injury
2016-08-29,Browns,,• Nile Lawrence-Stample,placed on IR with shoulder injury
2016-08-29,Chargers,,• Chris Watt (a),placed on reserve/physically unable to perform list recovering from arthroscopic surgery on knee
2016-08-29,Cowboys,,• Josh Thomas (b),placed on IR with left thumb injury
2016-08-29,Eagles,,• Alex McCalister,placed on IR with calf injury
2016-08-29,Eagles,,• Joe Walker (b. 1992-12-11),placed on IR with knee injury
2016-08-29,Jets,,• Devin Smith (b. 1992-03-03),placed on reserve/physically unable to perform list with torn ACL in right knee
2016-08-29,Lions,,• Jimmy Landes,placed on IR with shoulder injury
2016-08-29,Patriots,,• Tre Jackson / Tre' Jackson,placed on reserve/physically unable to perform list recovering from arthroscopic surgery on knee
2016-08-29,Raiders,,• Gabe Holmes,placed on IR with high ankle sprain
2016-08-29,Ravens,,• Benjamin Watson / Ben Watson,placed on IR with Achilles injury
2016-08-29,Ravens,,• Kyle Arrington,placed on IR with concussion
2016-08-29,Seahawks,,• Sealver Siliga,placed on IR with calf injury
2016-08-29,Steelers,,• Jerald Hawkins,placed on IR with shoulder injury
2016-08-29,Buccaneers,• Kelby Johnson,,activated from IR
2016-08-30,49ers,,• Bruce Ellington,placed on IR with hamstring injury
2016-08-30,Bears,,• Connor Shaw,placed on IR with fractured right leg
2016-08-30,Bears,,• Hroniss Grasu,placed on IR with torn ACL in right knee
2016-08-30,Bears,,• Roy Robertson-Harris,placed on reserve/non-football injury list with heat-related illness
2016-08-30,Bengals,,• Andrew Billings,placed on IR with knee injury
2016-08-30,Bengals,,• Brandon Thompson,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Bills,,• Kolby Listenbee,placed on reserve/non-football injury list with double sports hernia / pelvic inflammation
2016-08-30,Bills,,• Marcus Easley,placed on reserve/physically unable to perform list with fractured and dislocated knee
2016-08-30,Bills,,• Reggie Ragland,placed on IR with torn ACL in knee
2016-08-30,Bills,,• Shaq Lawson,placed on reserve/physically unable to perform list with shoulder injury
2016-08-30,Broncos,,• Garrett Graham,placed on IR with shoulder injury
2016-08-30,Cardinals,,• Elie Bouka,placed on IR with leg injury
2016-08-30,Cardinals,,• Mike Jenkins (b. 1985-03-22),placed on IR with torn ACL in right knee
2016-08-30,Chargers,,• Branden Oliver,placed on IR with torn right Achilles tendon
2016-08-30,Chargers,,• Donavon Clark,placed on IR with torn ACL in knee
2016-08-30,Chiefs,,• Josh Mauga,placed on IR with hip injury (out for season)
2016-08-30,Chiefs,,• Justin Houston,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Colts,,• Dezmen Southward / Dez Southward,placed on IR with undisclosed injury
2016-08-30,Cowboys,,• James Hanna,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Cowboys,,• James Morris (b. 1991-11-20),placed on IR with undisclosed injury
2016-08-30,Cowboys,,• Jaylon Smith,placed on reserve/non-football injury list with knee injury
2016-08-30,Cowboys,,• Jeremiah McKinnon,placed on IR with undisclosed injury
2016-08-30,Cowboys,,• Kellen Moore,placed on IR with fractured fibula in leg
2016-08-30,Cowboys,,• Shaneil Jenkins,placed on IR with knee injury
2016-08-30,Dolphins,,• Dion Jordan,placed on reserve/non-football injury list with knee injury
2016-08-30,Dolphins,,• Zach Vigil,placed on reserve/non-football injury list with back injury
2016-08-30,Eagles,,• Aaron Grymes,placed on IR with separated right shoulder
2016-08-30,Giants,,• Byron Stingily,placed on IR with concussion
2016-08-30,Giants,,• Matt LaCosse,placed on IR with knee injury
2016-08-30,Giants,,• Nikita Whitlock,placed on IR with foot injury
2016-08-30,Jaguars,,• James Sample,placed on IR with shoulder injury
2016-08-30,Jaguars,,• Jeffrey Linkenbach / Jeff Linkenbach,placed on IR with undisclosed injury
2016-08-30,Jaguars,,• Jonathan Woodard,placed on reserve/physically unable to perform list with torn Achilles tendon
2016-08-30,Jaguars,,• Luke Bowanko,placed on reserve/physically unable to perform list with torn labrum in right hip
2016-08-30,Lions,,• Brandon Pettigrew,placed on reserve/physically unable to perform list recovering from surgery on knee to repair torn ACL
2016-08-30,Lions,,• Corey Fuller (Alexander),placed on physically unable to perform list with foot injury
2016-08-30,Panthers,,• LaRon Byrd,placed on IR with concussion
2016-08-30,Panthers,,• Leonard Johnson (c),placed on reserve/non-football injury list with Achilles / ankle / back injury
2016-08-30,Panthers,,• Rakim Cox,placed on IR with back injury
2016-08-30,Patriots,,• Dion Lewis,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Patriots,,• Sebastian Vollmer,placed on reserve/physically unable to perform list with hip injury
2016-08-30,Rams,,• Marquez North,placed on IR with undisclosed injury
2016-08-30,Rams,,• Zach Laskey,placed on IR with undisclosed injury
2016-08-30,Ravens,,• Bronson Kaufusi,placed on IR with fractured ankle
2016-08-30,Ravens,,• Lorenzo Taliaferro,placed on reserve/physically unable to perform list with foot injury
2016-08-30,Ravens,,• Stephane Nembot,placed on IR with undisclosed injury
2016-08-30,Redskins,,• Derek Carrier,"placed on reserve/physically unable to perform list with torn ACL, MCL in knee"
2016-08-30,Redskins,,• Keith Marshall,placed on IR with left elbow injury
2016-08-30,Saints,,• Avery Young (b. 1992-11-12),placed on reserve/non-football injury list with undisclosed injury
2016-08-30,Saints,,• Hau'oli Kikaha,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Seahawks,,• Deshon Foxx,placed on IR with hamstring injury
2016-08-30,Steelers,,• Dustin Vaughan,placed on IR with fractured right thumb
2016-08-30,Steelers,,• Ladarius Green,"placed on reserve/physically unable to perform list with ankle injury, headaches"
2016-08-30,Texans,,• Ka'imi Fairbairn,placed on IR with quadriceps injury
2016-08-30,Texans,,• Kurtis Drummond,placed on IR with leg injury
2016-08-30,Texans,,• Lonnie Ballentine,placed on reserve/physically unable to perform list with knee injury
2016-08-30,Texans,,• Nick Martin (Jacob),placed on IR with high ankle sprain
2016-08-30,Vikings,,• Michael Harris / Mike Harris (Cory),placed on reserve/non-football injury list with undisclosed injury
2016-08-30,49ers,• Jered Bell,,activated from IR
2016-08-30,Bengals,• Jonathan Brown (b) / Jon Brown,,activated from IR
2016-08-31,Bears,,• Lamin Barrow,placed on IR with foot injury
2016-08-31,Bengals,,• Mario Alford,placed on IR with ankle injury
2016-08-31,Bills,,• Chris Gragg,placed on IR with torn ACL in knee
2016-08-31,Bills,,• Jonathan Dowling,placed on IR with torn ACL in knee
2016-08-31,Bills,,• Justin Renfrow,placed on IR with undisclosed injury
2016-08-31,Buccaneers,,• Donteea Dye,placed on IR with hamstring injury
2016-08-31,Buccaneers,,• J.R. Sweezy,placed on reserve/physically unable to perform list with back injury
2016-08-31,Buccaneers,,• Louis Murphy Jr.,placed on reserve/physically unable to perform list recovering from surgery on right knee to repair torn ACL
2016-08-31,Cardinals,,• Jake Coker,placed on IR with knee injury
2016-08-31,Chargers,,• Dreamius Smith,placed on IR with torn Achilles tendon
2016-08-31,Chargers,,• Javontee Herndon,placed on IR with knee injury
2016-08-31,Chargers,,• Tyler Johnstone,placed on IR with undisclosed injury
2016-08-31,Chargers,,• Zamir Carlis,placed on IR with knee injury
2016-08-31,Chiefs,,• Trey Millard,placed on IR with knee injury
2016-08-31,Cowboys,,• Arjen Colquhoun,placed on IR with undisclosed injury
2016-08-31,Cowboys,,• Henoc Muamba,placed on IR with undisclosed injury
2016-08-31,Falcons,,• Devin Fuller,placed on IR with shoulder injury
2016-08-31,Falcons,,• Tyrell Johnson,placed on IR with undisclosed injury
2016-08-31,Giants,,• Ryan Malleck,placed on IR with stinger in neck
2016-08-31,Jaguars,,• Earl Wolff,placed on IR with knee injury
2016-08-31,Jets,,• Dion Bailey,placed on IR with elbow injury
2016-08-31,Jets,,• Jake Ceresna,placed on IR with undisclosed injury
2016-08-31,Jets,,• Romar Morris,placed on IR with shoulder injury
2016-08-31,Packers,,• Jacob Flores,placed on IR with undisclosed injury
2016-08-31,Packers,,• John Crockett,placed on IR with shoulder injury
2016-08-31,Packers,,• Josh Walker,placed on IR with undisclosed injury
2016-08-31,Packers,,• Kennard Backman,placed on IR with undisclosed injury
2016-08-31,Packers,,• Mitchell Henry,placed on IR with undisclosed injury
2016-08-31,Redskins,,• Reggie Diggs,placed on IR with knee injury
2016-08-31,Saints,,• Damian Swann,placed on IR with undisclosed injury
2016-08-31,Saints,,• Jimmy Pruitt,placed on IR with torn patellar tendon in knee
2016-08-31,Seahawks,,• George Farmer (c),placed on IR with undisclosed injury
2016-08-31,Seahawks,,• Josh Shirley,placed on IR with undisclosed injury
2016-08-31,Seahawks,,• Kevin Smith (b. 1991-12-21),placed on IR with hamstring injury
2016-08-31,Seahawks,,• Trovon Reed,placed on IR with undisclosed injury
2016-08-31,Steelers,,• Bruce Gradkowski,placed on IR with left hamstring injury
2016-08-31,Texans,,• Duke Thomas,placed on IR with undisclosed injury
2016-08-31,Texans,,• Gerald Rivers,placed on IR with undisclosed injury
2016-08-31,Titans,,• Andy Gallik,placed on IR with knee injury
2016-08-31,Vikings,,• Antone Exum Jr.,placed on IR with leg injury
2016-08-31,Vikings,,• Scott Crichton,placed on IR with undisclosed injury
2016-08-31,Cowboys,• Cameron Bradfield,,activated from IR
2016-08-31,Eagles,• Aaron Grymes,,activated from IR
2016-09-01,Jaguars,,• Tony Washington (b),placed on IR with hamstring injury
2016-09-01,Vikings,,• Teddy Bridgewater,placed on IR with torn ACL in left knee and dislocated left knee
2016-09-01,Cardinals,• Jake Coker,,activated from IR
2016-09-01,Chargers,• Dreamius Smith,,activated from IR
2016-09-01,Cowboys,• Henoc Muamba,,activated from IR
2016-09-01,Cowboys,• Jeremiah McKinnon,,activated from IR
2016-09-01,Packers,• Mitchell Henry,,activated from IR
2016-09-01,Patriots,• Frank Kearse,,activated from IR
2016-09-01,Steelers,• Mandel Dixon,,activated from IR
2016-09-02,Buccaneers,• Donteea Dye,,activated from IR
