Date,Team,Acquired,Relinquished,Notes
2021-10-09,49ers,,• George Kittle,placed on ir with calf injury
2021-10-09,Bears,,• David Montgomery,placed on ir with sprained left knee
2021-10-09,Bengals,,• Xavier Su'a-Filo,placed on ir with knee injury
2021-10-09,Broncos,,• Albert Okwuegbunam,placed on ir with hamstring injury
2021-10-09,Packers,,• Jaire Alexander,placed on ir with shoulder injury
2021-10-09,Patriots,,• Trent Brown,placed on ir with right calf injury
2021-10-09,Raiders,,• Damon Arnette,placed on ir with groin injury
2021-10-09,Raiders,,• Derek Carrier,placed on ir with pectoral injury
2021-10-09,Raiders,,• Trayvon Mullen,placed on ir with toe injury
2021-10-09,Texans,,• Marcus Cannon,placed on ir with back injury
2021-10-11,Bengals,,• Jordan Evans,placed on ir with torn acl in left knee
2021-10-12,Bengals,,• Trae Waynes,placed on ir with right hamstring injury
2021-10-12,Browns,,• Andy Janovich,placed on ir with hamstring injury
2021-10-12,Browns,,• Chris Hubbard,placed on ir with triceps injury
2021-10-12,Browns,,• M.J. Stewart,placed on ir with hamstring injury
2021-10-12,Chargers,,• Oday Aboushi,placed on ir with torn acl in left knee
2021-10-12,Chiefs,,• Clyde Edwards-Helaire,placed on ir with sprained mcl in right knee
2021-10-12,Jaguars,,• Brandon Linder,"placed on ir with sprained mcl in knee, ankle injury"
2021-10-12,Lions,,• Quintez Cephus,placed on ir with fractured collarbone
2021-10-12,Rams,,• Darious Williams,placed on ir with ankle injury
2021-10-12,Ravens,,• Ben Cleveland,placed on ir with knee injury
2021-10-12,Panthers,,• Austen Pleasants,placed on ir
2021-10-13,Bears,,• Germain Ifedi,placed on ir with knee injury
2021-10-13,Bears,,• Jeremiah Attaochu,placed on ir with torn pectoral muscle
2021-10-13,Cardinals,,• Ezekiel Turner / Zeke Turner,placed on ir with shoulder injury
2021-10-13,Cardinals,,• Maxx Williams,placed on ir with right knee injury
2021-10-13,Washington,,• Darryl Roberts,placed on ir with quadriceps injury
2021-10-14,Giants,,• Rodarius Williams,placed on ir with torn acl in right knee
2021-10-14,Panthers,,• Joseph Charlton,placed on ir with back injury
2021-10-15,Giants,,• Justin Hilliard,placed on ir with ankle injury
2021-10-15,Lions,,• Corey Ballentine,placed on ir with hamstring injury
2021-10-15,Washington,,• Jared Norris,placed on ir with shoulder injury
2021-10-16,Bengals,,• D'Ante Smith,placed on ir with torn meniscus in right knee
2021-10-16,Broncos,,• Mike Ford Jr.,placed on ir with knee injury
2021-10-16,Cardinals,,• Rodney Hudson,"placed on ir with ribs, shoulder injuries"
2021-10-16,Colts,,• Rodrigo Blankenship,placed on ir with right hip injury
2021-10-16,Panthers,,• Christian McCaffrey,placed on ir with hamstring injury
2021-10-16,Panthers,,• Deonte Brown,placed on ir with knee injury
2021-10-16,Seahawks,,• Chris Carson,placed on ir with neck injury
2021-10-16,Seahawks,,• Russell Wilson,placed on ir surgery on right middle finger
2021-10-16,Steelers,,• JuJu Smith-Schuster,placed on ir with surgery on shoulder
2021-10-16,Texans,,• Laremy Tunsil,placed on ir with thumb injury
2021-10-18,Titans,,• Kristian Fulton,placed on ir with hamstring injury
2021-10-18,Vikings,,• Patrick Peterson,placed on ir with right hamstring injury
2021-10-19,Bears,,• Deon Bush,placed on ir with quadriceps injury
2021-10-19,Broncos,,• Alexander Johnson / A.J. Johnson,placed on ir with torn pectoral muscle
2021-10-19,Broncos,,• Andre Mintze,placed on ir with hamstring injury
2021-10-19,Browns,,• Jeremiah Owusu-Koramoah,placed on ir with ankle injury
2021-10-19,Browns,,• Kareem Hunt,placed on ir with calf injury
2021-10-19,Colts,,• Parris Campbell,placed on ir with foot injury
2021-10-19,Giants,,• Andrew Thomas,placed on ir with left ankle / foot injury
2021-10-19,Giants,,• C.J. Board,placed on ir with fractured left arm
2021-10-19,Panthers,,• Brandon Zylstra,placed on ir with hamstring injury
2021-10-19,Patriots,,• Chase Winovich,placed on ir with hamstring injury
2021-10-19,Rams,,• Jake Funk,placed on ir with torn hamstring
2021-10-19,Rams,,• Johnny Mundt,placed on ir with torn acl in knee
2021-10-19,Ravens,,• Ronnie Stanley,placed on ir with ankle injury
2021-10-19,Titans,,• Caleb Farley,placed on ir with torn acl in left knee
2021-10-19,Titans,,• Cameron Batson,placed on ir with torn acl in right knee
2021-10-20,Raiders,,• Roderic Teamer,placed on ir with shoulder injury
2021-10-21,Texans,,• Terrence Brooks,placed on ir with lung contusion
2021-10-22,Cardinals,,• Kylie Fitts,placed on ir with concussion
2021-10-22,Falcons,,• Dante Fowler Jr.,placed on ir with knee injury
2021-10-23,Broncos,,• Micah Kiser,placed on ir with groin injury
2021-10-23,Chiefs,,• Jody Fortson Jr. / Joe Fortson,placed on ir with achilles injury
2021-10-23,Colts,,• Julian Blackmon,placed on ir with torn achilles tendon
2021-10-23,Packers,,• Josh Myers,placed on ir with knee injury
2021-10-23,Patriots,,• Jonathan Jones,placed on ir with shoulder injury
2021-10-23,Raiders,,• Nick Bowers,placed on ir with neck injury
2021-10-25,Lions,,• Logan Stenberg,placed on ir with undisclosed
2021-10-26,Cowboys,,• Brent Urban,placed on ir with triceps injury
2021-10-26,Cowboys,,• Maurice Canady,placed on ir with concussion
2021-10-26,Dolphins,,• Jason McCourty,placed on ir with foot injury
2021-10-26,Dolphins,,• Malcolm Brown,placed on ir with quadriceps injury
2021-10-26,Giants,,• Jabrill Peppers,placed on ir with torn acl in right knee
2021-10-26,Jets,,• Blake Cashman,placed on ir with groin / hamstring injury
2021-10-26,Jets,,• Jamien Sherwood,placed on ir with torn achilles tendon
2021-10-26,Panthers,,• John Miller (b. 1993-08-12),placed on ir with ankle injury
2021-10-26,Patriots,,• Harvey Langi,placed on ir with sprained mcl in knee
2021-10-27,Steelers,,• Carlos Davis (b. 1996-08-22),placed on ir with knee injury
2021-10-27,Panthers,,• Devin Smith (b. 1992-03-03),placed on ir
2021-10-28,Panthers,,• Daviyon Nixon,placed on ir with knee injury
2021-10-28,Vikings,,• Ben Ellefson,"placed on ir with foot, knee injuries"
2021-10-29,Jaguars,,• Jay Tufele,placed on ir with fractured hand
2021-10-29,Titans,,• Darrynton Evans,placed on ir with knee injury
2021-10-30,49ers,,• Jaquiski Tartt,placed on ir with knee injury
2021-10-30,49ers,,• Javon Kinlaw,placed on ir with knee injury
2021-10-30,Eagles,,• Miles Sanders,"placed on ir with ankle, foot injuries"
2021-10-30,Panthers,,• Darryl Johnson Jr.,placed on ir with hamstring injury
2021-10-30,Saints,,• Andrus Peat,placed on ir with torn pectoral muscle
2021-10-30,Texans,,• Justin Britt (b. 1991-05-29),placed on ir with knee injury
2021-11-01,Colts,,• Tyquan Lewis,placed on ir with torn patellar tendon in knee
2021-11-01,Giants,,• Carter Coughlin,placed on ir with ankle injury
2021-11-01,Packers,,• Kylin Hill,placed on ir with torn acl in right knee
2021-11-01,Packers,,• Robert Tonyan,placed on ir with torn acl in left knee
2021-11-01,Titans,,• Derrick Henry,placed on ir with right foot injury
2021-11-02,Cowboys,,• Jabril Cox,placed on ir with torn acl in right knee
2021-11-02,Rams,,• Chatarius Atwell / Tutu Atwell (b),placed on ir with surgery on shoulder
2021-11-02,Rams,,• Travin Howard,placed on ir with hamstring injury
2021-11-02,Vikings,,• Danielle Hunter,placed on ir with torn pectoral muscle
2021-11-02,Washington,,• Chase Roullier,placed on ir with fractured fibula in left leg
2021-11-03,Broncos,,• Bryce Callahan,placed on ir with knee injury
2021-11-04,Colts,,• Khari Willis,placed on ir with calf injury
2021-11-04,Jets,,• Bryce Huff,placed on ir with back injury
2021-11-05,Dolphins,,• DeVante Parker,placed on ir with hamstring injury
2021-11-05,Giants,,• Dante Pettis,placed on ir with left shoulder injury
2021-11-05,Rams,,• Sebastian Joseph / Sebastian Joseph-Day,placed on ir with torn pectoral muscle
2021-11-06,49ers,,• Dee Ford,placed on ir with back injury
2021-11-06,Bills,,• Jon Feliciano,placed on ir with calf injury
2021-11-06,Browns,,• Jack Conklin,placed on ir with elbow injury
2021-11-06,Cardinals,,• J.J. Watt,placed on ir with shoulder injury
2021-11-06,Cardinals,,• Rashard Lawrence,placed on ir with calf injury
2021-11-06,Cowboys,,• Blake Jarwin,placed on ir with hip injury
2021-11-06,Saints,,• Jameis Winston,"placed on ir with torn acl, mcl in left knee"
2021-11-06,Texans,,• Christian Kirksey,placed on ir with thumb injury
2021-11-06,Titans,,• Khari Blasingame,placed on ir with knee injury
2021-11-08,Panthers,,• Cameron Erving,placed on ir with calf injury
2021-11-08,Panthers,,• Matt Paradis,placed on ir with torn acl in left knee
2021-11-08,Ravens,,• DeShon Elliott,"placed on ir with torn pectoral, triceps muscles"
2021-11-09,Bengals,,• Akeem Davis-Gaither,placed on ir with left foot injury
2021-11-09,Bengals,,• Brandon Wilson,placed on ir with torn acl in left knee
2021-11-09,Broncos,,• Graham Glasgow,placed on ir with fractured left ankle
2021-11-09,Jets,,• Marcus Maye,placed on ir with torn right achilles tendon
2021-11-09,Jets,,• Tyler Kroft,placed on ir with chest injury / lung laceration
2021-11-09,Rams,,• Jacob Harris,"placed on ir with torn acl, mcl in knee"
2021-11-09,Texans,,• Scottie Phillips,placed on ir with leg injury
2021-11-10,49ers,,• Mike McGlinchey,placed on ir with torn quadriceps
2021-11-10,Dolphins,,• Greg Mancz,placed on ir with ankle injury
2021-11-10,Raiders,,• Darius Philon,placed on ir with ankle injury
2021-11-11,Bills,,• Justin Zimmer,placed on ir with surgery on knee
2021-11-11,Cardinals,,• David Wells,placed on ir with hand injury
2021-11-11,Cowboys,,• Randy Gregory,placed on ir with calf injury
2021-11-11,Saints,,• Payton Turner,placed on ir with shoulder injury
2021-11-11,Titans,,• Aaron Brewer (Jamal),placed on ir with fractured forearm
2021-11-12,Buccaneers,,• Rashard Robinson,placed on ir with hamstring injury
2021-11-12,Panthers,,• Sam Darnold,placed on ir with right shoulder injury
2021-11-12,Seahawks,,• Marquise Blair,placed on ir with knee injury
2021-11-13,Cardinals,,• Chase Edmonds,placed on ir with high ankle sprain
2021-11-13,Chargers,,• Ryan Smith (b. 1993-09-07),placed on ir with knee injury
2021-11-13,Chiefs,,• Mike Remmers,placed on ir with knee injury
2021-11-13,Falcons,,• Steven Means,placed on ir with knee injury
2021-11-13,Jets,,• Chuma Edoga,placed on ir with knee injury
2021-11-13,Lions,,• Austin Seibert,placed on ir with right hip injury
2021-11-13,Patriots,,• Jamie Collins,placed on ir with ankle injury
2021-11-13,Saints,,• Chauncey Gardner-Johnson / C.J. Gardner-Johnson,placed on ir with foot injury
2021-11-13,Titans,,• Dane Cruikshank,placed on ir with knee injury
2021-11-13,Titans,,• Julio Jones,placed on ir with hamstring injury
2021-11-13,Vikings,,• Michael Pierce,placed on ir with elbow injury
2021-11-13,Washington,,• Montez Sweat,placed on ir with fractured jaw
2021-11-15,49ers,,• Mohamed Sanu,placed on ir with knee injury
2021-11-15,49ers,,• Tavon Wilson,placed on ir with foot injury
2021-11-16,Dolphins,,• Greg Little,placed on ir with undisclosed
2021-11-16,Jets,,• Brandin Echols,placed on ir with quadriceps/thigh injury
2021-11-16,Packers,,• Whitney Mercilus,placed on ir with torn biceps
2021-11-16,Washington,,• Chase Young,placed on ir with torn acl in right knee
2021-11-17,Buccaneers,,• Richard Sherman,placed on ir with calf injury
2021-11-17,Patriots,,• Joshua Uche / Josh Uche,placed on ir with ankle injury
2021-11-17,Raiders,,• Tyree Gillespie,placed on ir with hamstring injury
2021-11-18,Falcons,,• Daren Bates,placed on ir with groin injury
2021-11-18,Falcons,,• Hayden Hurst,placed on ir with ankle injury
2021-11-19,Bears,,• Danny Trevathan,placed on ir with knee injury
2021-11-19,Bears,,• Khalil Mack,placed on ir with surgery on left foot
2021-11-20,Cardinals,,• Tanner Vallejo,placed on ir with knee injury
2021-11-20,Eagles,,• Jack Anderson (b),placed on ir with hamstring injury
2021-11-20,Panthers,,• Stantley Thomas-Oliver,placed on ir with toe injury
2021-11-20,Raiders,,• Alec Ingold,placed on ir with knee injury
2021-11-20,Ravens,,• Pernell McPhee,placed on ir with knee injury
2021-11-20,Saints,,• Malcolm Roach,placed on ir with knee injury
2021-11-20,Steelers,,• Kevin Dotson,placed on ir with ankle injury
2021-11-20,Texans,,• Hardy Nickerson Jr. (William Lindsay),placed on ir with concussion
2021-11-20,Titans,,• Bud Dupree,placed on ir with abdominal injury
2021-11-22,Jaguars,,• Jamal Agnew,placed on ir with hip injury
2021-11-23,Bears,,• Duke Shelley,placed on ir with hamstring injury
2021-11-23,Dolphins,,• Brennan Scarlett,placed on ir with knee injury
2021-11-23,Dolphins,,• Jamal Perry,placed on ir with knee injury
2021-11-23,Dolphins,,• Jomal Wiltz,placed on ir
2021-11-23,Lions,,• Da'Shawn Hand,placed on ir with groin injury
2021-11-23,Packers,,• Elgton Jenkins,placed on ir with torn acl in knee
2021-11-23,Saints,,• Adam Trautman,placed on ir with sprained mcl in knee
2021-11-23,Saints,,• Landon Young,placed on ir with foot injury
2021-11-23,Titans,,• Chris Jackson (D'Wayne ),placed on ir with foot injury
2021-11-23,Titans,,• Marcus Johnson (b. 1994-08-05),placed on ir with hamstring injury
2021-11-24,Cowboys,,• Donovan Wilson,placed on ir with chest / shoulder injury
2021-11-24,Eagles,,• Davion Taylor,placed on ir with knee injury
2021-11-24,Lions,,• A.J. Parker,placed on ir with ankle injury
2021-11-24,Rams,,• Robert Woods (Thomas),placed on ir with torn acl in knee
2021-11-25,Giants,,• Nate Ebner,placed on ir with ankle / knee injury
2021-11-26,Chargers,,• Mark Webb,placed on ir with knee injury
2021-11-27,Dolphins,,• Elijah Campbell,"placed on ir with knee, toe injuries"
2021-11-27,Jets,,• Michael Carter (b. 1999-05-07),placed on ir with high ankle sprain
2021-11-27,Ravens,,• Ar'Darius Washington,placed on ir with fractured foot
2021-11-27,Steelers,,• Eric Ebron,placed on ir with knee injury
2021-11-27,Steelers,,• J.C. Hassenauer,placed on ir with pectoral injury
2021-11-27,Texans,,• Jordan Jenkins,placed on ir with knee injury
2021-11-27,Titans,,• A.J. Brown,placed on ir with chest injury
2021-11-29,Seahawks,,• Jamarco Jones,placed on ir with back injury
2021-11-29,Seahawks,,• Tre Brown,placed on ir with knee injury
2021-11-29,Washington,,• Samuel Cosmi / Sam Cosmi,placed on ir with hip injury
2021-11-30,Bills,,• Tre'Davious White,placed on ir with torn acl in left knee
2021-11-30,Browns,,• Jack Conklin,placed on ir with torn patellar tendon in right knee
2021-11-30,Chiefs,,• Jerick McKinnon,placed on ir with hamstring injury
2021-11-30,Chiefs,,• Khalen Saunders,placed on ir with knee injury
2021-11-30,Eagles,,• Jack Driscoll,placed on ir with high ankle sprain
2021-11-30,Giants,,• Darnay Holmes,placed on ir with ribs injury
2021-11-30,Jaguars,,• Dan Arnold,placed on ir with sprained mcl in right knee
2021-11-30,Panthers,,• Christian McCaffrey,placed on ir with ankle injury
2021-11-30,Panthers,,• Donte Jackson,placed on ir with groin injury
2021-11-30,Titans,,• Monty Rice,placed on ir with ankle injury
2021-11-30,Washington,,• Joey Slye,placed on ir with hamstring injury
2021-12-01,Buccaneers,,• Aaron Stinnie,placed on ir with knee injury
2021-12-02,Broncos,,• Calvin Anderson,"placed on ir with ankle, knee injuries"
2021-12-02,Saints,,• Tanoh Kpassagnon,placed on ir with ankle injury
2021-12-02,Washington,,• Benjamin St-Juste,placed on ir with concussion
2021-12-03,Giants,,• Kaden Smith,placed on ir with knee injury
2021-12-03,Giants,,• Trent Harris,placed on ir with ankle injury
2021-12-04,49ers,,• Trey Sermon,placed on ir with ankle injury
2021-12-04,Bengals,,• Auden Tate,placed on ir with right calf injury
2021-12-04,Cardinals,,• James Wiggins,placed on ir with knee injury
2021-12-04,Lions,,• Trey Flowers,placed on ir with knee injury
2021-12-04,Rams,,• Greg Howell / Buddy Howell,placed on ir with thigh injury
2021-12-04,Texans,,• Danny Amendola,placed on ir with knee injury
2021-12-04,Texans,,• DeMarcus Walker,placed on ir with hamstring injury
2021-12-07,Jets,,• Corey Davis (Damon),placed on ir with core muscle injury (surgery)
2021-12-07,Washington,,• Khaleke Hudson,placed on ir with ankle injury
2021-12-08,Dolphins,,• Patrick Laird,placed on ir with sprained mcl in knee
2021-12-08,Raiders,,• Kenyan Drake,placed on ir with surgery on right ankle to repair fracture
2021-12-08,Raiders,,• Nick Kwiatkoski,placed on ir with ankle injury
2021-12-08,Ravens,,• Marlon Humphrey,placed on ir with torn pectoral muscle
2021-12-08,Washington,,• Logan Thomas,placed on ir with knee injury
2021-12-09,Cowboys,,• Noah Brown,placed on ir with groin injury
2021-12-10,Bears,,• Cassius Marsh,placed on ir with knee injury
2021-12-11,49ers,,• Emmanuel Moseley,placed on ir with high ankle sprain
2021-12-11,49ers,,• Trenton Cannon,placed on ir with concussion
2021-12-11,Chargers,,• Kyler Fackrell,placed on ir with knee injury
2021-12-11,Chiefs,,• Chris Lammons,placed on ir with ankle injury
2021-12-11,Jets,,• Elijah Moore,placed on ir with quadriceps injury
2021-12-11,Packers,,• Randall Cobb,placed on ir with core injury
2021-12-11,Rams,,• Robert Rochell,placed on ir with chest injury
2021-12-11,Seahawks,,• Jamal Adams,placed on ir with shoulder injury
2021-12-11,Titans,,• Tommy Hudson,placed on ir with ankle injury
2021-12-11,Washington,,• Wes Schweitzer,placed on ir with ankle injury
2021-12-13,Lions,,• Jerry Jacobs (b. 1997-09-26),placed on ir with torn acl in left knee
2021-12-13,Vikings,,• Ryan Connelly,placed on ir with knee injury
2021-12-14,Bengals,,• Darius Phillips,placed on ir with left shoulder injury
2021-12-14,Buccaneers,,• Giovani Bernard,"placed on ir with hip, knee injuries"
2021-12-15,Seahawks,,• Gavin Heslop,"placed on ir with fractured tibia, fibula in left leg"
2021-12-15,Steelers,,• B.J. Finney,placed on ir with back injury
2021-12-15,Texans,,• Davion Davis,placed on ir with fractured left leg
2021-12-16,Bengals,,• Riley Reiff,placed on ir with left ankle injury
2021-12-16,Patriots,,• Ronnie Perkins,placed on ir with ankle injury
2021-12-17,Lions,,• T.J. Hockenson,placed on ir recovering from surgery on left thumb
2021-12-18,Cardinals,,• DeAndre Hopkins,placed on ir with knee injury
2021-12-18,Cardinals,,• Robert Alford,placed on ir with pectoral injury
2021-12-18,Colts,,• Antwaun Woods,placed on ir with calf injury
2021-12-18,Falcons,,• Erik Harris,placed on ir with chest / pectoral injury
2021-12-18,Saints,,• Garrett Griffin,placed on ir with hamstring / knee injury
2021-12-18,Titans,,• Tory Carter,placed on ir with ankle injury
2021-12-20,Bears,,• Deandre Houston-Carson,placed on ir with fractured forearm
2021-12-20,Giants,,• Daniel Jones,placed on ir with neck injury
2021-12-20,Giants,,• Sterling Shepard,placed on ir with quadriceps injury / torn left achilles
2021-12-20,Lions,,• Alex Anzalone,placed on ir with right shoulder injury
2021-12-20,Raiders,,• Trayvon Mullen,placed on ir with toe injury
2021-12-20,Falcons,,• Emmanuel Ellerbee,placed on ir with knee injury
2021-12-21,Bengals,,• Joe Bachie,placed on ir with torn acl in left knee
2021-12-21,Broncos,,• Andrew Beck,placed on ir with elbow injury
2021-12-21,Browns,,• Takkarist McKinley / Takk McKinley,placed on ir with torn left achilles tendon
2021-12-21,Buccaneers,,• Chris Godwin,placed on ir with torn acl in right knee
2021-12-21,Buccaneers,,• Patrick O'Connor / Pat O'Connor,"placed on ir with torn mcl, pcl in knee"
2021-12-21,Jaguars,,• Carlos Hyde,placed on ir with concussion
2021-12-21,Jaguars,,• Rayshawn Jenkins,placed on ir with fractured ankle
2021-12-21,Jets,,• Ryan Griffin (Francis),placed on ir with knee injury
2021-12-21,Panthers,,• A.J. Bouye,placed on ir with foot injury
2021-12-21,Washington,,• J.D. McKissic,placed on ir with concussion / neck injury
2021-12-22,Panthers,,• Zane Gonzalez,placed on ir with quadriceps injury
2021-12-22,Texans,,• Jeff Driskel,placed on ir with fractured collarbone
2021-12-23,Buccaneers,,• Lavonte David,placed on ir with sprained foot
2021-12-23,Buccaneers,,• Leonard Fournette,placed on ir with hamstring injury
2021-12-24,Packers,,• Malik Taylor,placed on ir with shoulder injury
2021-12-24,Packers,,• Ty Summers,placed on ir with hamstring injury
2021-12-24,Vikings,,• Mason Cole,placed on ir with elbow injury
2021-12-24,Washington,,• Daniel Wise,placed on ir with knee injury
2021-12-24,Washington,,• Landon Collins,placed on ir with foot injury
2021-12-25,Chargers,,• Donald Parham Jr.,placed on ir with concussion
2021-12-25,Lions,,• Amani Oruwariye,placed on ir with thumb injury
2021-12-25,Raiders,,• Johnathan Abram,placed on ir with shoulder injury
2021-12-27,Bills,,• Ike Boettger,placed on ir with torn achilles tendon
2021-12-27,Jaguars,,• James Robinson (b. 1998-08-09),placed on ir with torn left achilles tendon
2021-12-27,Jets,,• Connor McGovern (b. 1993-04-27),placed on ir with knee injury
2021-12-27,Jets,,• Trevon Wesco,placed on ir with knee injury
2021-12-27,Washington,,• Tyler Larsen,placed on ir with achilles injury
2021-12-28,Broncos,,• DeShawn Williams,placed on ir with hyperextended left elbow
2021-12-28,Jaguars,,• Logan Cooke,placed on ir with right knee injury
2021-12-28,Lions,,• Josh Woods,placed on ir with neck injury
2021-12-28,Rams,,• Darrell Henderson,placed on ir with sprained mcl in right knee
2021-12-28,Rams,,• Ernest Jones (IV),placed on ir with left high ankle sprain
2021-12-29,Bears,,• Jalen Tabor / Teez Tabor,placed on ir with ankle injury
2021-12-29,Bears,,• Xavier Crawford,placed on ir with concussion
2021-12-29,Texans,,• Cole Toner,placed on ir with illness
2021-12-29,Texans,,• Phillip Dorsett II,placed on ir with ankle/foot injury
2021-12-29,Vikings,,• Adam Thielen,placed on ir with left ankle injury
2021-12-30,Giants,,• Gary Brightwell,placed on ir with neck injury (out for season)
2021-12-30,Giants,,• Matt Peart,placed on ir with torn acl in left knee
2021-12-30,Jaguars,,• Will Richardson,placed on ir with finger injury
2021-12-30,Patriots,,• Joshuah Bledsoe,placed on ir with calf injury
2021-12-30,Ravens,,• Tyre Phillips,placed on ir with knee injury
2022-01-01,Ravens,,• Daelin Hayes,placed on ir with knee injury
2022-01-01,Seahawks,,• Jon Rhattigan,placed on ir with knee injury
2022-01-03,Texans,,• Grayland Arnold,placed on ir with ankle injury
2022-01-03,Texans,,• Jonathan Owens,placed on ir with fractured wrist
2022-01-03,Titans,,• MyCole Pruitt,placed on ir with surgery on ankle
2022-01-04,Cowboys,,• Michael Gallup,placed on ir with torn acl in left knee
2022-01-04,Jets,,• Bryce Huff,placed on ir with ankle injury
2022-01-04,Jets,,• George Fant,placed on ir with knee injury
2022-01-04,Seahawks,,• Alex Collins,placed on ir with abdominal injury
2022-01-05,Broncos,,• Dalton Risner,placed on ir with elbow injury
2022-01-05,Broncos,,• Kareem Jackson,"placed on ir with back, shoulder injuries"
2022-01-05,Broncos,,• Teddy Bridgewater,placed on ir with concussion
2022-01-05,Browns,,• Baker Mayfield,placed on ir with surgery on left shoulder to repair torn labrum and fracture
2022-01-05,Browns,,• Sione Takitaki,placed on ir with shoulder injury
2022-01-05,Giants,,• Elerson Smith,placed on ir with neck injury
2022-01-05,Panthers,,• Cameron Erving,placed on ir with calf injury
2022-01-05,Panthers,,• Terrace Marshall Jr.,placed on ir with foot injury
2022-01-05,Bears,,• Jesper Horsted,placed on ir with undisclosed injury
2022-01-06,Bears,,• Jakeem Grant,placed on ir with ankle injury
2022-01-06,Ravens,,• Patrick Ricard,placed on ir with knee injury
2022-01-07,Broncos,,• Patrick Surtain II / Pat Surtain II,placed on ir with calf injury
2022-01-07,Broncos,,• Ronald Darby,placed on ir with shoulder injury
2022-01-07,Chiefs,,• Lucas Niang,placed on ir with knee injury
2022-01-07,Jets,,• Braxton Berrios,placed on ir with quadriceps injury
2022-01-07,Steelers,,• Buddy Johnson,placed on ir with foot injury
2022-01-08,Seahawks,,• Brandon Shell,placed on ir with shoulder injury
2022-01-08,Washington,,• Ricky Seals-Jones,placed on ir with concussion
2022-01-10,Cowboys,,• Will Grier,placed on ir with undisclosed injury
2022-01-10,Eagles,,• Brett Toth,placed on ir with knee injury
2022-01-10,Eagles,,• J.J. Arcega-Whiteside,placed on ir with finger injury
2022-01-10,Eagles,,• Tyree Jackson,placed on ir with torn acl in right knee
2022-01-11,Buccaneers,,• Richard Sherman,placed on ir with achilles injury
2022-01-11,Raiders,,• Darius Philon,placed on ir with torn patellar tendon in knee
2022-01-12,Rams,,• Jordan Fuller,placed on ir with ankle injury
2022-01-14,Cowboys,,• Israel Mukuamu,placed on ir with hamstring injury
2022-01-17,Bengals,,• Larry Ogunjobi,placed on ir with right foot injury
2022-02-11,Rams,,• Joe Noteboom,placed on ir with chest injury
2022-02-11,Rams,,• Tyler Higbee,placed on ir with knee injury
2022-05-02,Falcons,,• Beau Brinkley,placed on ir with undisclosed
2022-05-03,Texans,,• Scottie Phillips,placed on ir with undisclosed
2022-05-10,Bears,,• Ledarius Mack,placed on ir with undisclosed injury
2022-05-11,Steelers,,• Isaiah Johnson (b. 1995-12-20),placed on ir with undisclosed injury
2022-05-16,Saints,,• Ethan Wolf,placed on ir with undisclosed injury
2022-05-16,Titans,,• Jamal Carter,placed on ir with undisclosed injury
2022-05-17,Steelers,,• Bryce Watts,placed on ir with undisclosed injury
2022-05-17,Texans,,• Kolby Harvell-Peel,placed on ir with undisclosed injury
2022-05-18,Saints,,• Sharif Finch,placed on ir with undisclosed injury
2022-05-19,Giants,,• Jordan Mosley,placed on ir with undisclosed injury
2022-05-24,Raiders,,• Sincere McCormick,placed on ir with undisclosed injury
2022-06-03,Vikings,,• Kenny Willekes,placed on ir with undisclosed injury
2022-06-14,Jaguars,,• Jordan Smith,placed on ir with surgery on knee
2022-06-17,Chiefs,,• Mathew Sexton,placed on ir with undisclosed injury
2022-06-21,Bears,,• Dakota Dozier,placed on ir with left knee injury
2022-07-08,Cowboys,,• Devante Bond,placed on ir with right knee injury
2022-07-25,Chiefs,,• Justyn Ross,placed on ir with foot injury
2022-07-28,Bengals,,• Elijah Holyfield,placed on ir with right knee injury
2022-07-29,Raiders,,• Kyler Fackrell,placed on ir with undisclosed injury
2022-07-30,Rams,,• Xavier Jones,placed on ir with undisclosed injury
2022-08-01,49ers,,• Maurice Hurst Jr.  / Maurice Hurst II (Roy),placed on ir with torn biceps
2022-08-01,Raiders,,• Micah Kiser,placed on ir with knee injury
2022-08-02,Browns,,• Isaiah Weston,placed on ir with undisclosed injury
2022-08-02,Colts,,• Carter O'Donnell,placed on ir with undisclosed injury
2022-08-02,Colts,,• John Hurst,placed on ir with undisclosed injury
2022-08-02,Giants,,• Jarren Williams,placed on ir with undisclosed injury
2022-08-03,Broncos,,• Damarea Crockett,placed on ir with torn acl in right knee
2022-08-03,Broncos,,• Tim Patrick,placed on ir with torn acl in right knee
2022-08-03,Panthers,,• Andrew Parchment,placed on ir with undisclosed injury
2022-08-03,Steelers,,• Jeremy McNichols,placed on ir with shoulder injury
2022-08-03,Titans,,• Daniel Munyer,placed on ir with undisclosed injury
2022-08-04,49ers,,• Jordan Matthews,placed on ir with torn acl in left knee
2022-08-04,Commanders,,• Drew White (a),placed on ir with torn acl in knee
2022-08-04,Jaguars,,• Jared Hocker,placed on ir with undisclosed injury
2022-08-04,Lions,,• Greg Bell (Alonzo),placed on ir with hamstring injury
2022-08-04,Texans,,• Davion Davis,placed on ir with hamstring injury
2022-08-04,Titans,,• Chris Williamson,placed on ir with undisclosed injury
2022-08-05,Eagles,,• Jaeden Graham,placed on ir with undisclosed injury
2022-08-05,Rams,,• Kyle Markway,placed on ir with undisclosed injury
2022-08-05,Saints,,• Smoke Monday,placed on ir with knee injury
2022-08-06,Browns,,• Reggie Robinson II,placed on ir with undisclosed injury
2022-08-06,Browns,,• Stephen Weatherly,placed on ir with knee injury
